id,regime
235_1946,dictatorship
235_1947,dictatorship
235_1948,dictatorship
235_1949,dictatorship
235_1950,dictatorship
235_1951,dictatorship
235_1952,dictatorship
235_1953,dictatorship
235_1954,dictatorship
235_1955,dictatorship
235_1956,dictatorship
235_1957,dictatorship
235_1958,dictatorship
235_1959,dictatorship
235_1960,dictatorship
235_1961,dictatorship
235_1962,dictatorship
235_1963,dictatorship
235_1964,dictatorship
235_1965,dictatorship
235_1966,dictatorship
235_1967,dictatorship
235_1968,dictatorship
235_1969,dictatorship
235_1970,dictatorship
235_1971,dictatorship
235_1972,dictatorship
235_1973,dictatorship
235_1974,dictatorship
235_1975,dictatorship
235_1976,dictatorship
235_1977,democracy
235_1978,democracy
235_1979,democracy
235_1980,democracy
235_1981,democracy
235_1982,democracy
235_1983,democracy
235_1984,democracy
235_1985,democracy
235_1986,democracy
235_1987,democracy
235_1988,democracy
235_1989,democracy
235_1990,democracy
235_1991,democracy
235_1992,democracy
235_1993,democracy
235_1994,democracy
235_1995,democracy
235_1996,democracy
235_1997,democracy
235_1998,democracy
235_1999,democracy
235_2000,democracy
235_2001,democracy
235_2002,democracy
235_2003,democracy
235_2004,democracy
235_2005,democracy
235_2006,democracy
235_2007,democracy
235_2008,democracy
255_1990,democracy
255_1991,democracy
255_1992,democracy
255_1993,democracy
255_1994,democracy
255_1995,democracy
255_1996,democracy
255_1997,democracy
255_1998,democracy
255_1999,democracy
255_2000,democracy
255_2001,democracy
255_2002,democracy
255_2003,democracy
255_2004,democracy
255_2005,democracy
255_2006,democracy
255_2007,democracy
255_2008,democracy
260_1955,democracy
260_1956,democracy
260_1957,democracy
260_1958,democracy
260_1959,democracy
260_1960,democracy
260_1961,democracy
260_1962,democracy
260_1963,democracy
260_1964,democracy
260_1965,democracy
260_1966,democracy
260_1967,democracy
260_1968,democracy
260_1969,democracy
260_1970,democracy
260_1971,democracy
260_1972,democracy
260_1973,democracy
260_1974,democracy
260_1975,democracy
260_1976,democracy
260_1977,democracy
260_1978,democracy
260_1979,democracy
260_1980,democracy
260_1981,democracy
260_1982,democracy
260_1983,democracy
260_1984,democracy
260_1985,democracy
260_1986,democracy
260_1987,democracy
260_1988,democracy
260_1989,democracy
260_1990,democracy
265_1954,dictatorship
265_1955,dictatorship
265_1956,dictatorship
265_1957,dictatorship
265_1958,dictatorship
265_1959,dictatorship
265_1960,dictatorship
265_1961,dictatorship
265_1962,dictatorship
265_1963,dictatorship
265_1964,dictatorship
265_1965,dictatorship
265_1966,dictatorship
265_1967,dictatorship
265_1968,dictatorship
265_1969,dictatorship
265_1970,dictatorship
265_1971,dictatorship
265_1972,dictatorship
265_1973,dictatorship
265_1974,dictatorship
265_1975,dictatorship
265_1976,dictatorship
265_1977,dictatorship
265_1978,dictatorship
265_1979,dictatorship
265_1980,dictatorship
265_1981,dictatorship
265_1982,dictatorship
265_1983,dictatorship
265_1984,dictatorship
265_1985,dictatorship
265_1986,dictatorship
265_1987,dictatorship
265_1988,dictatorship
265_1989,dictatorship
265_1990,dictatorship
265_1991,no authority
265_1992,no authority
265_1993,no authority
265_1994,no authority
265_1995,no authority
265_1996,no authority
265_1997,no authority
265_1998,no authority
265_1999,no authority
265_2000,no authority
265_2001,no authority
265_2002,no authority
265_2003,no authority
265_2004,no authority
265_2005,no authority
265_2006,no authority
265_2007,no authority
265_2008,no authority
290_1946,dictatorship
290_1947,dictatorship
290_1948,dictatorship
290_1949,dictatorship
290_1950,dictatorship
290_1951,dictatorship
290_1952,dictatorship
290_1953,dictatorship
290_1954,dictatorship
290_1955,dictatorship
290_1956,dictatorship
290_1957,dictatorship
290_1958,dictatorship
290_1959,dictatorship
290_1960,dictatorship
290_1961,dictatorship
290_1962,dictatorship
290_1963,dictatorship
290_1964,dictatorship
290_1965,dictatorship
290_1966,dictatorship
290_1967,dictatorship
290_1968,dictatorship
290_1969,dictatorship
290_1970,dictatorship
290_1971,dictatorship
290_1972,dictatorship
290_1973,dictatorship
290_1974,dictatorship
290_1975,dictatorship
290_1976,dictatorship
290_1977,dictatorship
290_1978,dictatorship
290_1979,dictatorship
290_1980,dictatorship
290_1981,dictatorship
290_1982,dictatorship
290_1983,dictatorship
290_1984,dictatorship
290_1985,dictatorship
290_1986,dictatorship
290_1987,dictatorship
290_1988,dictatorship
290_1989,dictatorship
290_1990,dictatorship
290_1991,dictatorship
290_1992,democracy
290_1993,democracy
290_1994,democracy
290_1995,democracy
290_1996,democracy
290_1997,democracy
290_1998,democracy
290_1999,democracy
290_2000,democracy
290_2001,democracy
290_2002,democracy
290_2003,democracy
290_2004,democracy
290_2005,democracy
290_2006,democracy
290_2007,democracy
290_2008,democracy
305_1955,democracy
305_1956,democracy
305_1957,democracy
305_1958,democracy
305_1959,democracy
305_1960,democracy
305_1961,democracy
305_1962,democracy
305_1963,democracy
305_1964,democracy
305_1965,democracy
305_1966,democracy
305_1967,democracy
305_1968,democracy
305_1969,democracy
305_1970,democracy
305_1971,democracy
305_1972,democracy
305_1973,democracy
305_1974,democracy
305_1975,democracy
305_1976,democracy
305_1977,democracy
305_1978,democracy
305_1979,democracy
305_1980,democracy
305_1981,democracy
305_1982,democracy
305_1983,democracy
305_1984,democracy
305_1985,democracy
305_1986,democracy
305_1987,democracy
305_1988,democracy
305_1989,democracy
305_1990,democracy
305_1991,democracy
305_1992,democracy
305_1993,democracy
305_1994,democracy
305_1995,democracy
305_1996,democracy
305_1997,democracy
305_1998,democracy
305_1999,democracy
305_2000,democracy
305_2001,democracy
305_2002,democracy
305_2003,democracy
305_2004,democracy
305_2005,democracy
305_2006,democracy
305_2007,democracy
305_2008,democracy
310_1946,dictatorship
310_1947,dictatorship
310_1948,dictatorship
310_1949,dictatorship
310_1950,dictatorship
310_1951,dictatorship
310_1952,dictatorship
310_1953,dictatorship
310_1954,dictatorship
310_1955,dictatorship
310_1956,dictatorship
310_1957,dictatorship
310_1958,dictatorship
310_1959,dictatorship
310_1960,dictatorship
310_1961,dictatorship
310_1962,dictatorship
310_1963,dictatorship
310_1964,dictatorship
310_1965,dictatorship
310_1966,dictatorship
310_1967,dictatorship
310_1968,dictatorship
310_1969,dictatorship
310_1970,dictatorship
310_1971,dictatorship
310_1972,dictatorship
310_1973,dictatorship
310_1974,dictatorship
310_1975,dictatorship
310_1976,dictatorship
310_1977,dictatorship
310_1978,dictatorship
310_1979,dictatorship
310_1980,dictatorship
310_1981,dictatorship
310_1982,dictatorship
310_1983,dictatorship
310_1984,dictatorship
310_1985,dictatorship
310_1986,dictatorship
310_1987,dictatorship
310_1988,dictatorship
310_1989,dictatorship
310_1990,dictatorship
310_1991,democracy
310_1992,democracy
310_1993,democracy
310_1994,democracy
310_1995,democracy
310_1996,democracy
310_1997,democracy
310_1998,democracy
310_1999,democracy
310_2000,democracy
310_2001,democracy
310_2002,democracy
310_2003,democracy
310_2004,democracy
310_2005,democracy
310_2006,democracy
310_2007,democracy
310_2008,democracy
315_1946,democracy
315_1947,democracy
315_1948,democracy
315_1949,dictatorship
315_1950,dictatorship
315_1951,dictatorship
315_1952,dictatorship
315_1953,dictatorship
315_1954,dictatorship
315_1955,dictatorship
315_1956,dictatorship
315_1957,dictatorship
315_1958,dictatorship
315_1959,dictatorship
315_1960,dictatorship
315_1961,dictatorship
315_1962,dictatorship
315_1963,dictatorship
315_1964,dictatorship
315_1965,dictatorship
315_1966,dictatorship
315_1967,dictatorship
315_1968,dictatorship
315_1969,dictatorship
315_1970,dictatorship
315_1971,dictatorship
315_1972,dictatorship
315_1973,dictatorship
315_1974,dictatorship
315_1975,dictatorship
315_1976,dictatorship
315_1977,dictatorship
315_1978,dictatorship
315_1979,dictatorship
315_1980,dictatorship
315_1981,dictatorship
315_1982,dictatorship
315_1983,dictatorship
315_1984,dictatorship
315_1985,dictatorship
315_1986,dictatorship
315_1987,dictatorship
315_1988,dictatorship
315_1989,dictatorship
315_1990,dictatorship
315_1991,democracy
315_1992,democracy
316_1993,democracy
316_1994,democracy
316_1995,democracy
316_1996,democracy
316_1997,democracy
316_1998,democracy
316_1999,democracy
316_2000,democracy
316_2001,democracy
316_2002,democracy
316_2003,democracy
316_2004,democracy
316_2005,democracy
316_2006,democracy
316_2007,democracy
316_2008,democracy
317_1993,democracy
317_1994,democracy
317_1995,democracy
317_1996,democracy
317_1997,democracy
317_1998,democracy
317_1999,democracy
317_2000,democracy
317_2001,democracy
317_2002,democracy
317_2003,democracy
317_2004,democracy
317_2005,democracy
317_2006,democracy
317_2007,democracy
317_2008,democracy
325_1946,democracy
325_1947,democracy
325_1948,democracy
325_1949,democracy
325_1950,democracy
325_1951,democracy
325_1952,democracy
325_1953,democracy
325_1954,democracy
325_1955,democracy
325_1956,democracy
325_1957,democracy
325_1958,democracy
325_1959,democracy
325_1960,democracy
325_1961,democracy
325_1962,democracy
325_1963,democracy
325_1964,democracy
325_1965,democracy
325_1966,democracy
325_1967,democracy
325_1968,democracy
325_1969,democracy
325_1970,democracy
325_1971,democracy
325_1972,democracy
325_1973,democracy
325_1974,democracy
325_1975,democracy
325_1976,democracy
325_1977,democracy
325_1978,democracy
325_1979,democracy
325_1980,democracy
325_1981,democracy
325_1982,democracy
325_1983,democracy
325_1984,democracy
325_1985,democracy
325_1986,democracy
325_1987,democracy
325_1988,democracy
325_1989,democracy
325_1990,democracy
325_1991,democracy
325_1992,democracy
325_1993,democracy
325_1994,democracy
325_1995,democracy
325_1996,democracy
325_1997,democracy
325_1998,democracy
325_1999,democracy
325_2000,democracy
325_2001,democracy
325_2002,democracy
325_2003,democracy
325_2004,democracy
325_2005,democracy
325_2006,democracy
325_2007,democracy
325_2008,democracy
331_1992,democracy
331_1993,democracy
331_1994,democracy
331_1995,democracy
331_1996,democracy
331_1997,democracy
331_1998,democracy
331_1999,democracy
331_2000,democracy
331_2001,democracy
331_2002,democracy
331_2003,democracy
331_2004,democracy
331_2005,democracy
331_2006,democracy
331_2007,democracy
331_2008,democracy
338_1964,democracy
338_1965,democracy
338_1966,democracy
338_1967,democracy
338_1968,democracy
338_1969,democracy
338_1970,democracy
338_1971,democracy
338_1972,democracy
338_1973,democracy
338_1974,democracy
338_1975,democracy
338_1976,democracy
338_1977,democracy
338_1978,democracy
338_1979,democracy
338_1980,democracy
338_1981,democracy
338_1982,democracy
338_1983,democracy
338_1984,democracy
338_1985,democracy
338_1986,democracy
338_1987,democracy
338_1988,democracy
338_1989,democracy
338_1990,democracy
338_1991,democracy
338_1992,democracy
338_1993,democracy
338_1994,democracy
338_1995,democracy
338_1996,democracy
338_1997,democracy
338_1998,democracy
338_1999,democracy
338_2000,democracy
338_2001,democracy
338_2002,democracy
338_2003,democracy
338_2004,democracy
338_2005,democracy
338_2006,democracy
338_2007,democracy
338_2008,democracy
339_1946,dictatorship
339_1947,dictatorship
339_1948,dictatorship
339_1949,dictatorship
339_1950,dictatorship
339_1951,dictatorship
339_1952,dictatorship
339_1953,dictatorship
339_1954,dictatorship
339_1955,dictatorship
339_1956,dictatorship
339_1957,dictatorship
339_1958,dictatorship
339_1959,dictatorship
339_1960,dictatorship
339_1961,dictatorship
339_1962,dictatorship
339_1963,dictatorship
339_1964,dictatorship
339_1965,dictatorship
339_1966,dictatorship
339_1967,dictatorship
339_1968,dictatorship
339_1969,dictatorship
339_1970,dictatorship
339_1971,dictatorship
339_1972,dictatorship
339_1973,dictatorship
339_1974,dictatorship
339_1975,dictatorship
339_1976,dictatorship
339_1977,dictatorship
339_1978,dictatorship
339_1979,dictatorship
339_1980,dictatorship
339_1981,dictatorship
339_1982,dictatorship
339_1983,dictatorship
339_1984,dictatorship
339_1985,dictatorship
339_1986,dictatorship
339_1987,dictatorship
339_1988,dictatorship
339_1989,dictatorship
339_1990,dictatorship
339_1991,dictatorship
339_1992,democracy
339_1993,democracy
339_1994,democracy
339_1995,democracy
339_1996,democracy
339_1997,democracy
339_1998,democracy
339_1999,democracy
339_2000,democracy
339_2001,democracy
339_2002,democracy
339_2003,democracy
339_2004,democracy
339_2005,democracy
339_2006,democracy
339_2007,democracy
339_2008,democracy
341_2006,democracy
341_2007,democracy
341_2008,democracy
343_1993,democracy
343_1994,democracy
343_1995,democracy
343_1996,democracy
343_1997,democracy
343_1998,democracy
343_1999,democracy
343_2000,democracy
343_2001,democracy
343_2002,democracy
343_2003,democracy
343_2004,democracy
343_2005,democracy
343_2006,democracy
343_2007,democracy
343_2008,democracy
344_1992,democracy
344_1993,democracy
344_1994,democracy
344_1995,democracy
344_1996,democracy
344_1997,democracy
344_1998,democracy
344_1999,democracy
344_2000,democracy
344_2001,democracy
344_2002,democracy
344_2003,democracy
344_2004,democracy
344_2005,democracy
344_2006,democracy
344_2007,democracy
344_2008,democracy
345_1946,dictatorship
345_1947,dictatorship
345_1948,dictatorship
345_1949,dictatorship
345_1950,dictatorship
345_1951,dictatorship
345_1952,dictatorship
345_1953,dictatorship
345_1954,dictatorship
345_1955,dictatorship
345_1956,dictatorship
345_1957,dictatorship
345_1958,dictatorship
345_1959,dictatorship
345_1960,dictatorship
345_1961,dictatorship
345_1962,dictatorship
345_1963,dictatorship
345_1964,dictatorship
345_1965,dictatorship
345_1966,dictatorship
345_1967,dictatorship
345_1968,dictatorship
345_1969,dictatorship
345_1970,dictatorship
345_1971,dictatorship
345_1972,dictatorship
345_1973,dictatorship
345_1974,dictatorship
345_1975,dictatorship
345_1976,dictatorship
345_1977,dictatorship
345_1978,dictatorship
345_1979,dictatorship
345_1980,dictatorship
345_1981,dictatorship
345_1982,dictatorship
345_1983,dictatorship
345_1984,dictatorship
345_1985,dictatorship
345_1986,dictatorship
345_1987,dictatorship
345_1988,dictatorship
345_1989,dictatorship
345_1990,dictatorship
345_1991,dictatorship
345_1992,independence
345_1993,independence
345_1994,independence
345_1995,independence
345_1996,independence
345_1997,independence
345_1998,independence
345_1999,independence
345_2000,independence
345_2001,democracy
345_2002,democracy
345_2003,democracy
345_2004,democracy
345_2005,democracy
345_2006,democracy
345_2007,democracy
345_2008,democracy
346_1992,no authority
346_1993,no authority
346_1994,no authority
346_1995,no authority
346_1996,no authority
346_1997,no authority
346_1998,no authority
346_1999,no authority
346_2000,no authority
346_2001,no authority
346_2002,no authority
346_2003,no authority
346_2004,no authority
346_2005,no authority
346_2006,no authority
346_2007,no authority
346_2008,no authority
347_2008,democracy
349_1992,democracy
349_1993,democracy
349_1994,democracy
349_1995,democracy
349_1996,democracy
349_1997,democracy
349_1998,democracy
349_1999,democracy
349_2000,democracy
349_2001,democracy
349_2002,democracy
349_2003,democracy
349_2004,democracy
349_2005,democracy
349_2006,democracy
349_2007,democracy
349_2008,democracy
350_1946,no authority
350_1947,no authority
350_1948,no authority
350_1949,no authority
350_1950,democracy
350_1951,democracy
350_1952,democracy
350_1953,democracy
350_1954,democracy
350_1955,democracy
350_1956,democracy
350_1957,democracy
350_1958,democracy
350_1959,democracy
350_1960,democracy
350_1961,democracy
350_1962,democracy
350_1963,democracy
350_1964,democracy
350_1965,democracy
350_1966,democracy
350_1967,democracy
350_1968,dictatorship
350_1969,dictatorship
350_1970,dictatorship
350_1971,dictatorship
350_1972,dictatorship
350_1973,dictatorship
350_1974,dictatorship
350_1975,democracy
350_1976,democracy
350_1977,democracy
350_1978,democracy
350_1979,democracy
350_1980,democracy
350_1981,democracy
350_1982,democracy
350_1983,democracy
350_1984,democracy
350_1985,democracy
350_1986,democracy
350_1987,democracy
350_1988,democracy
350_1989,democracy
350_1990,democracy
350_1991,democracy
350_1992,democracy
350_1993,democracy
350_1994,democracy
350_1995,democracy
350_1996,democracy
350_1997,democracy
350_1998,democracy
350_1999,democracy
350_2000,democracy
350_2001,democracy
350_2002,democracy
350_2003,democracy
350_2004,democracy
350_2005,democracy
350_2006,democracy
350_2007,democracy
350_2008,democracy
352_1960,dictatorship
352_1961,dictatorship
352_1962,dictatorship
352_1963,no authority
352_1964,no authority
352_1965,no authority
352_1966,no authority
352_1967,no authority
352_1968,dictatorship
352_1969,dictatorship
352_1970,dictatorship
352_1971,dictatorship
352_1972,dictatorship
352_1973,dictatorship
352_1974,dictatorship
352_1975,dictatorship
352_1976,dictatorship
352_1977,dictatorship
352_1978,dictatorship
352_1979,dictatorship
352_1980,dictatorship
352_1981,dictatorship
352_1982,dictatorship
352_1983,dictatorship
352_1984,democracy
352_1985,democracy
352_1986,democracy
352_1987,democracy
352_1988,democracy
352_1989,democracy
352_1990,democracy
352_1991,democracy
352_1992,democracy
352_1993,democracy
352_1994,democracy
352_1995,democracy
352_1996,democracy
352_1997,democracy
352_1998,democracy
352_1999,democracy
352_2000,democracy
352_2001,democracy
352_2002,democracy
352_2003,democracy
352_2004,democracy
352_2005,democracy
352_2006,democracy
352_2007,democracy
352_2008,democracy
355_1946,dictatorship
355_1947,dictatorship
355_1948,dictatorship
355_1949,dictatorship
355_1950,dictatorship
355_1951,dictatorship
355_1952,dictatorship
355_1953,dictatorship
355_1954,dictatorship
355_1955,dictatorship
355_1956,dictatorship
355_1957,dictatorship
355_1958,dictatorship
355_1959,dictatorship
355_1960,dictatorship
355_1961,dictatorship
355_1962,dictatorship
355_1963,dictatorship
355_1964,dictatorship
355_1965,dictatorship
355_1966,dictatorship
355_1967,dictatorship
355_1968,dictatorship
355_1969,dictatorship
355_1970,dictatorship
355_1971,dictatorship
355_1972,dictatorship
355_1973,dictatorship
355_1974,dictatorship
355_1975,dictatorship
355_1976,dictatorship
355_1977,dictatorship
355_1978,dictatorship
355_1979,dictatorship
355_1980,dictatorship
355_1981,dictatorship
355_1982,dictatorship
355_1983,dictatorship
355_1984,dictatorship
355_1985,dictatorship
355_1986,dictatorship
355_1987,dictatorship
355_1988,dictatorship
355_1989,dictatorship
355_1990,dictatorship
355_1991,democracy
355_1992,democracy
355_1993,democracy
355_1994,democracy
355_1995,democracy
355_1996,democracy
355_1997,democracy
355_1998,democracy
355_1999,democracy
355_2000,democracy
355_2001,democracy
355_2002,democracy
355_2003,democracy
355_2004,democracy
355_2005,democracy
355_2006,democracy
355_2007,democracy
355_2008,democracy
359_1991,democracy
359_1992,democracy
359_1993,democracy
359_1994,democracy
359_1995,democracy
359_1996,democracy
359_1997,democracy
359_1998,democracy
359_1999,democracy
359_2000,democracy
359_2001,democracy
359_2002,democracy
359_2003,democracy
359_2004,democracy
359_2005,democracy
359_2006,democracy
359_2007,democracy
359_2008,democracy
360_1946,dictatorship
360_1947,dictatorship
360_1948,dictatorship
360_1949,dictatorship
360_1950,dictatorship
360_1951,dictatorship
360_1952,dictatorship
360_1953,dictatorship
360_1954,dictatorship
360_1955,dictatorship
360_1956,dictatorship
360_1957,dictatorship
360_1958,dictatorship
360_1959,dictatorship
360_1960,dictatorship
360_1961,dictatorship
360_1962,dictatorship
360_1963,dictatorship
360_1964,dictatorship
360_1965,dictatorship
360_1966,dictatorship
360_1967,dictatorship
360_1968,dictatorship
360_1969,dictatorship
360_1970,dictatorship
360_1971,dictatorship
360_1972,dictatorship
360_1973,dictatorship
360_1974,dictatorship
360_1975,dictatorship
360_1976,dictatorship
360_1977,dictatorship
360_1978,dictatorship
360_1979,dictatorship
360_1980,dictatorship
360_1981,dictatorship
360_1982,dictatorship
360_1983,dictatorship
360_1984,dictatorship
360_1985,dictatorship
360_1986,dictatorship
360_1987,dictatorship
360_1988,dictatorship
360_1989,dictatorship
360_1990,dictatorship
360_1991,democracy
360_1992,democracy
360_1993,democracy
360_1994,democracy
360_1995,democracy
360_1996,democracy
360_1997,democracy
360_1998,democracy
360_1999,democracy
360_2000,democracy
360_2001,democracy
360_2002,democracy
360_2003,democracy
360_2004,democracy
360_2005,democracy
360_2006,democracy
360_2007,democracy
360_2008,democracy
365_1946,dictatorship
365_1947,dictatorship
365_1948,dictatorship
365_1949,dictatorship
365_1950,dictatorship
365_1951,dictatorship
365_1952,dictatorship
365_1953,dictatorship
365_1954,dictatorship
365_1955,dictatorship
365_1956,dictatorship
365_1957,dictatorship
365_1958,dictatorship
365_1959,dictatorship
365_1960,dictatorship
365_1961,dictatorship
365_1962,dictatorship
365_1963,dictatorship
365_1964,dictatorship
365_1965,dictatorship
365_1966,dictatorship
365_1967,dictatorship
365_1968,dictatorship
365_1969,dictatorship
365_1970,dictatorship
365_1971,dictatorship
365_1972,dictatorship
365_1973,dictatorship
365_1974,dictatorship
365_1975,dictatorship
365_1976,dictatorship
365_1977,dictatorship
365_1978,dictatorship
365_1979,dictatorship
365_1980,dictatorship
365_1981,dictatorship
365_1982,dictatorship
365_1983,dictatorship
365_1984,dictatorship
365_1985,dictatorship
365_1986,dictatorship
365_1987,dictatorship
365_1988,dictatorship
365_1989,dictatorship
365_1990,dictatorship
365_1991,dictatorship
365_1992,democracy
365_1993,democracy
365_1994,democracy
365_1995,democracy
365_1996,democracy
365_1997,democracy
365_1998,democracy
365_1999,democracy
365_2000,democracy
365_2001,democracy
365_2002,democracy
365_2003,democracy
365_2004,democracy
365_2005,dictatorship
365_2006,dictatorship
365_2007,dictatorship
365_2008,dictatorship
366_1991,democracy
366_1992,democracy
366_1993,democracy
366_1994,democracy
366_1995,democracy
366_1996,democracy
366_1997,democracy
366_1998,democracy
366_1999,democracy
366_2000,democracy
366_2001,democracy
366_2002,democracy
366_2003,democracy
366_2004,democracy
366_2005,democracy
366_2006,democracy
366_2007,democracy
366_2008,democracy
367_1991,democracy
367_1992,democracy
367_1993,democracy
367_1994,democracy
367_1995,democracy
367_1996,democracy
367_1997,democracy
367_1998,democracy
367_1999,democracy
367_2000,democracy
367_2001,democracy
367_2002,democracy
367_2003,democracy
367_2004,democracy
367_2005,democracy
367_2006,democracy
367_2007,democracy
367_2008,democracy
368_1991,democracy
368_1992,democracy
368_1993,democracy
368_1994,democracy
368_1995,democracy
368_1996,democracy
368_1997,democracy
368_1998,democracy
368_1999,democracy
368_2000,democracy
368_2001,democracy
368_2002,democracy
368_2003,democracy
368_2004,democracy
368_2005,democracy
368_2006,democracy
368_2007,democracy
368_2008,democracy
369_1991,democracy
369_1992,democracy
369_1993,democracy
369_1994,democracy
369_1995,democracy
369_1996,democracy
369_1997,democracy
369_1998,democracy
369_1999,democracy
369_2000,democracy
369_2001,democracy
369_2002,democracy
369_2003,democracy
369_2004,democracy
369_2005,democracy
369_2006,democracy
369_2007,democracy
369_2008,democracy
370_1991,democracy
370_1992,democracy
370_1993,democracy
370_1994,democracy
370_1995,democracy
370_1996,democracy
370_1997,dictatorship
370_1998,dictatorship
370_1999,dictatorship
370_2000,dictatorship
370_2001,dictatorship
370_2002,dictatorship
370_2003,dictatorship
370_2004,dictatorship
370_2005,dictatorship
370_2006,dictatorship
370_2007,dictatorship
370_2008,dictatorship
371_1991,democracy
371_1992,democracy
371_1993,democracy
371_1994,democracy
371_1995,democracy
371_1996,democracy
371_1997,democracy
371_1998,democracy
371_1999,democracy
371_2000,democracy
371_2001,democracy
371_2002,democracy
371_2003,democracy
371_2004,democracy
371_2005,democracy
371_2006,democracy
371_2007,democracy
371_2008,democracy
372_1991,dictatorship
372_1992,dictatorship
372_1993,dictatorship
372_1994,dictatorship
372_1995,dictatorship
372_1996,dictatorship
372_1997,dictatorship
372_1998,dictatorship
372_1999,dictatorship
372_2000,dictatorship
372_2001,dictatorship
372_2002,dictatorship
372_2003,dictatorship
372_2004,dictatorship
372_2005,democracy
372_2006,democracy
372_2007,democracy
372_2008,democracy
373_1991,dictatorship
373_1992,dictatorship
373_1993,dictatorship
373_1994,dictatorship
373_1995,dictatorship
373_1996,dictatorship
373_1997,dictatorship
373_1998,dictatorship
373_1999,dictatorship
373_2000,dictatorship
373_2001,dictatorship
373_2002,dictatorship
373_2003,dictatorship
373_2004,dictatorship
373_2005,dictatorship
373_2006,dictatorship
373_2007,dictatorship
373_2008,dictatorship
375_1946,democracy
375_1947,democracy
375_1948,democracy
375_1949,democracy
375_1950,democracy
375_1951,democracy
375_1952,democracy
375_1953,democracy
375_1954,democracy
375_1955,democracy
375_1956,democracy
375_1957,democracy
375_1958,democracy
375_1959,democracy
375_1960,democracy
375_1961,democracy
375_1962,democracy
375_1963,democracy
375_1964,democracy
375_1965,democracy
375_1966,democracy
375_1967,democracy
375_1968,democracy
375_1969,democracy
375_1970,democracy
375_1971,democracy
375_1972,democracy
375_1973,democracy
375_1974,democracy
375_1975,democracy
375_1976,democracy
375_1977,democracy
375_1978,democracy
375_1979,democracy
375_1980,democracy
375_1981,democracy
375_1982,democracy
375_1983,democracy
375_1984,democracy
375_1985,democracy
375_1986,democracy
375_1987,democracy
375_1988,democracy
375_1989,democracy
375_1990,democracy
375_1991,democracy
375_1992,democracy
375_1993,democracy
375_1994,democracy
375_1995,democracy
375_1996,democracy
375_1997,democracy
375_1998,democracy
375_1999,democracy
375_2000,democracy
375_2001,democracy
375_2002,democracy
375_2003,democracy
375_2004,democracy
375_2005,democracy
375_2006,democracy
375_2007,democracy
375_2008,democracy
380_1946,democracy
380_1947,democracy
380_1948,democracy
380_1949,democracy
380_1950,democracy
380_1951,democracy
380_1952,democracy
380_1953,democracy
380_1954,democracy
380_1955,democracy
380_1956,democracy
380_1957,democracy
380_1958,democracy
380_1959,democracy
380_1960,democracy
380_1961,democracy
380_1962,democracy
380_1963,democracy
380_1964,democracy
380_1965,democracy
380_1966,democracy
380_1967,democracy
380_1968,democracy
380_1969,democracy
380_1970,democracy
380_1971,democracy
380_1972,democracy
380_1973,democracy
380_1974,democracy
380_1975,democracy
380_1976,democracy
380_1977,democracy
380_1978,democracy
380_1979,democracy
380_1980,democracy
380_1981,democracy
380_1982,democracy
380_1983,democracy
380_1984,democracy
380_1985,democracy
380_1986,democracy
380_1987,democracy
380_1988,democracy
380_1989,democracy
380_1990,democracy
380_1991,democracy
380_1992,democracy
380_1993,democracy
380_1994,democracy
380_1995,democracy
380_1996,democracy
380_1997,democracy
380_1998,democracy
380_1999,democracy
380_2000,democracy
380_2001,democracy
380_2002,democracy
380_2003,democracy
380_2004,democracy
380_2005,democracy
380_2006,democracy
380_2007,democracy
380_2008,democracy
385_1946,democracy
385_1947,democracy
385_1948,democracy
385_1949,democracy
385_1950,democracy
385_1951,democracy
385_1952,democracy
385_1953,democracy
385_1954,democracy
385_1955,democracy
385_1956,democracy
385_1957,democracy
385_1958,democracy
385_1959,democracy
385_1960,democracy
385_1961,democracy
385_1962,democracy
385_1963,democracy
385_1964,democracy
385_1965,democracy
385_1966,democracy
385_1967,democracy
385_1968,democracy
385_1969,democracy
385_1970,democracy
385_1971,democracy
385_1972,democracy
385_1973,democracy
385_1974,democracy
385_1975,democracy
385_1976,democracy
385_1977,democracy
385_1978,democracy
385_1979,democracy
385_1980,democracy
385_1981,democracy
385_1982,democracy
385_1983,democracy
385_1984,democracy
385_1985,democracy
385_1986,democracy
385_1987,democracy
385_1988,democracy
385_1989,democracy
385_1990,democracy
385_1991,democracy
385_1992,democracy
385_1993,democracy
385_1994,democracy
385_1995,democracy
385_1996,democracy
385_1997,democracy
385_1998,democracy
385_1999,democracy
385_2000,democracy
385_2001,democracy
385_2002,democracy
385_2003,democracy
385_2004,democracy
385_2005,democracy
385_2006,democracy
385_2007,democracy
385_2008,democracy
390_1946,democracy
390_1947,democracy
390_1948,democracy
390_1949,democracy
390_1950,democracy
390_1951,democracy
390_1952,democracy
390_1953,democracy
390_1954,democracy
390_1955,democracy
390_1956,democracy
390_1957,democracy
390_1958,democracy
390_1959,democracy
390_1960,democracy
390_1961,democracy
390_1962,democracy
390_1963,democracy
390_1964,democracy
390_1965,democracy
390_1966,democracy
390_1967,democracy
390_1968,democracy
390_1969,democracy
390_1970,democracy
390_1971,democracy
390_1972,democracy
390_1973,democracy
390_1974,democracy
390_1975,democracy
390_1976,democracy
390_1977,democracy
390_1978,democracy
390_1979,democracy
390_1980,democracy
390_1981,democracy
390_1982,democracy
390_1983,democracy
