ccode,region,year,country,no,coup,successful,date,combat,id
771,4,1975,Bangladesh,2,1,1,1975-11-07,0,771_1975
771,4,1977,Bangladesh,1,1,0,1977-10-02,1,771_1977
771,4,1981,Bangladesh,1,1,0,1981-05-30,1,771_1981
771,4,1982,Bangladesh,1,1,1,1982-03-24,0,771_1982
771,4,1996,Bangladesh,1,1,0,1996-05-20,0,771_1996
775,4,1958,Myanmar,1,1,1,1958-09-26,0,775_1958
775,4,1962,Myanmar,1,1,1,1962-03-02,0,775_1962
775,4,1976,Myanmar,1,1,0,1976-07-02,1,775_1976
775,4,1988,Myanmar,1,1,1,1988-09-18,0,775_1988
781,4,2012,Maldives,1,1,1,2012-02-07,1,781_2012
800,4,1951,Thailand,1,1,0,1951-06-29,1,800_1951
800,4,1951,Thailand,2,1,1,1951-11-29,0,800_1951
800,4,1957,Thailand,1,1,1,1957-09-16,0,800_1957
800,4,1958,Thailand,1,1,1,1958-10-20,0,800_1958
800,4,1976,Thailand,1,1,1,1976-10-06,0,800_1976
800,4,1977,Thailand,1,1,0,1977-03-26,1,800_1977
800,4,1977,Thailand,2,1,1,1977-10-20,0,800_1977
800,4,1981,Thailand,1,1,0,1981-04-01,0,800_1981
800,4,1985,Thailand,1,1,0,1985-09-09,1,800_1985
800,4,1991,Thailand,1,1,1,1991-02-23,0,800_1991
800,4,2006,Thailand,1,1,1,2006-09-19,0,800_2006
800,4,2014,Thailand,1,1,1,2014-05-22,0,800_2014
811,4,1970,Cambodia,1,1,1,1970-03-18,0,811_1970
811,4,1994,Cambodia,1,1,0,1994-07-02,1,811_1994
811,4,1997,Cambodia,1,1,1,1997-07-05,0,811_1997
812,4,1960,Laos,1,1,1,1960-08-09,1,812_1960
812,4,1960,Laos,2,1,0,1960-12-08,1,812_1960
812,4,1964,Laos,1,1,0,1964-04-19,1,812_1964
812,4,1965,Laos,1,1,0,1965-03-28,1,812_1965
812,4,1966,Laos,1,1,0,1966-10-21,0,812_1966
812,4,1973,Laos,1,1,0,1973-08-20,1,812_1973
817,4,1960,Republic of Vietnam,1,1,0,1960-11-11,1,817_1960
817,4,1963,Republic of Vietnam,1,1,1,1963-11-01,1,817_1963
817,4,1964,Republic of Vietnam,1,1,1,1964-01-30,1,817_1964
817,4,1964,Republic of Vietnam,2,1,0,1964-09-13,0,817_1964
817,4,1965,Republic of Vietnam,1,1,1,1965-01-27,0,817_1965
817,4,1965,Republic of Vietnam,2,1,0,1965-02-19,1,817_1965
817,4,1965,Republic of Vietnam,3,1,1,1965-06-11,0,817_1965
840,4,1986,Philippines,1,1,0,1986-07-06,1,840_1986
840,4,1987,Philippines,1,1,0,1987-01-27,1,840_1987
840,4,1987,Philippines,2,1,0,1987-08-27,1,840_1987
840,4,1989,Philippines,1,1,0,1989-12-01,1,840_1989
850,4,1965,Indonesia,1,1,0,1965-10-01,1,850_1965
850,4,1966,Indonesia,1,1,1,1966-03-12,0,850_1966
910,4,1990,Papua New Guinea,1,1,0,1990-03-14,0,910_1990
910,4,2012,Papua New Guinea,1,1,0,2012-01-26,1,910_2012
950,4,1987,Fiji,1,1,1,1987-05-14,1,950_1987
950,4,1987,Fiji,2,1,1,1987-09-25,0,950_1987
950,4,2000,Fiji,1,1,0,2000-05-19,1,950_2000
950,4,2000,Fiji,2,1,1,2000-05-29,0,950_2000
950,4,2006,Fiji,1,1,1,2006-12-05,0,950_2006
