region,city_capital,date,es_family,number_of_oik,all_votes,candidate_votes,candidate_percent,deputy,sex,DOB,exactly_age,age,party,education_wth_na,education_wtht_na,work_binary_status,personality_urls
Ивановская область,г. Иваново,2010-03-14,Mixed,1,5895,1047,17.7608142493639,0,М,1953-07-22,56.6438356164384,57,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005100520
Ивановская область,г. Иваново,2010-03-14,Mixed,3,6442,273,4.23781434337162,0,М,1983-12-21,26.227397260274,27,САМОВЫДВИЖЕНИЕ,профессиональное,профессиональное,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005100582
Ивановская область,г. Иваново,2010-03-14,Mixed,2,6634,4055,61.1245100994875,1,М,1968-01-05,42.186301369863,42,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005100468
Ивановская область,г. Иваново,2010-03-14,Mixed,15,5547,653,11.7721290787813,0,М,1981-07-18,28.6547945205479,29,ЛДПР,профессиональное,профессиональное,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400897213
Ивановская область,г. Иваново,2010-03-14,Mixed,14,5718,2324,40.6435816719133,1,М,1947-01-11,63.1698630136986,63,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400897025
Ивановская область,г. Иваново,2010-03-14,Mixed,11,5151,703,13.6478353717725,0,М,1952-07-28,57.627397260274,58,ЛДПР,высшее,высшее,absent_information,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400796468
Ивановская область,г. Иваново,2010-03-14,Mixed,13,6413,3206,49.9922033369718,1,Ж,1963-09-01,46.5315068493151,47,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400897029
Ивановская область,г. Иваново,2010-03-14,Mixed,11,5151,1016,19.7243253737138,0,М,1955-07-24,54.6383561643836,55,КПРФ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400796340
Ивановская область,г. Иваново,2010-03-14,Mixed,1,5895,728,12.3494486853265,0,М,1970-01-10,40.172602739726,40,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005100588
Ивановская область,г. Иваново,2010-03-14,Mixed,13,6413,778,12.1316076719164,0,М,1974-11-04,35.3561643835616,36,ЛДПР,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400897149
Ивановская область,г. Иваново,2010-03-14,Mixed,7,5721,920,16.0811047019752,0,Ж,1976-11-10,33.3397260273973,34,ЛДПР,школьное,школьное,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400692913
Ивановская область,г. Иваново,2010-03-14,Mixed,5,6284,870,13.8446849140675,0,М,1977-07-20,32.6493150684932,33,ЛДПР,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005100643
Ивановская область,г. Иваново,2010-03-14,Mixed,9,7314,3841,52.5157232704402,1,М,1948-02-05,62.1013698630137,62,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400796195
Ивановская область,г. Иваново,2010-03-14,Mixed,4,6367,1213,19.0513585676143,0,М,1979-07-26,30.6328767123288,31,КПРФ,профессиональное,профессиональное,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005100616
Ивановская область,г. Иваново,2010-03-14,Mixed,14,5718,673,11.7698495977615,0,М,1986-12-16,23.241095890411,24,ЛДПР,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400897154
Ивановская область,г. Иваново,2010-03-14,Mixed,11,5151,545,10.5804698116871,0,Ж,1965-08-02,44.613698630137,45,САМОВЫДВИЖЕНИЕ,школьное,школьное,absent_information,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=437400795741&vrn=437400795736&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=437400796294
Ивановская область,г. Иваново,2015-09-13,Mixed,12,3366,120,3.5650623885918,0,М,1977-05-20,38.3169398907104,38,small party,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008201534
Ивановская область,г. Иваново,2015-09-13,Mixed,12,3366,378,11.2299465240642,0,М,1963-05-12,52.3387978142077,52,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008201609
Ивановская область,г. Иваново,2015-09-13,Mixed,11,3979,286,7.1877356119628,0,М,1987-03-24,28.4726775956284,28,ЛДПР,высшее,высшее,absent_information,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374007181889
Ивановская область,г. Иваново,2015-09-13,Mixed,1,4173,599,14.3541816439013,0,М,1955-12-11,59.7561643835616,60,КПРФ,профессиональное,высшее,absent_information,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005200294
Ивановская область,г. Иваново,2015-09-13,Mixed,10,3894,68,1.74627632254751,0,Ж,1985-06-23,30.224043715847,30,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374007183315
Ивановская область,г. Иваново,2015-09-13,Mixed,15,3436,647,18.8300349243306,0,М,1953-07-13,62.1693989071038,62,КПРФ,профессиональное,высшее,absent_information,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008201362
Ивановская область,г. Иваново,2015-09-13,Mixed,6,4041,763,18.8814649839149,0,М,1989-04-01,26.4508196721311,26,КПРФ,школьное,absent_information,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006159944
Ивановская область,г. Иваново,2015-09-13,Mixed,8,3467,1921,55.4081338332853,1,М,1973-01-15,42.6602739726027,42,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006157594
Ивановская область,г. Иваново,2015-09-13,Mixed,14,3281,487,14.8430356598598,0,М,1982-03-04,33.5273224043716,33,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008201570
Ивановская область,г. Иваново,2015-09-13,Mixed,7,2889,605,20.9415022499135,0,М,1975-01-30,40.6191780821918,40,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006159882
Ивановская область,г. Иваново,2015-09-13,Mixed,2,3346,217,6.48535564853557,0,М,1977-06-07,38.2677595628415,38,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005200718
Ивановская область,г. Иваново,2015-09-13,Mixed,1,4173,2992,71.69901749341,1,М,1985-04-25,30.3852459016393,30,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005197088
Ивановская область,г. Иваново,2015-09-13,Mixed,10,3894,2676,68.7211093990755,1,М,1965-02-10,50.5890410958904,50,ЕДРО,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374007178150
Ивановская область,г. Иваново,2015-09-13,Mixed,3,3819,358,9.37418172296413,0,М,1986-01-28,29.6246575342466,29,ЛДПР,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005200706
Ивановская область,г. Иваново,2015-09-13,Mixed,13,3037,1908,62.8251564043464,1,Ж,1963-09-01,52.0327868852459,52,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008198623
Ивановская область,г. Иваново,2015-09-13,Mixed,14,3281,951,28.9850655288022,0,М,1982-10-01,32.9506849315068,33,КПРФ,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008201310
Ивановская область,г. Иваново,2015-09-13,Mixed,6,4041,191,4.72655283345707,0,М,1974-09-25,40.9671232876712,41,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006158810
Ивановская область,г. Иваново,2015-09-13,Mixed,4,4988,3508,70.3287890938252,1,М,1974-11-29,40.7890410958904,41,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005197074
Ивановская область,г. Иваново,2015-09-13,Mixed,6,4041,267,6.60727542687454,0,М,1970-01-18,45.6520547945205,45,ЛДПР,профессиональное,профессиональное,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006159920
Ивановская область,г. Иваново,2015-09-13,Mixed,14,3281,138,4.20603474550442,0,М,1988-10-14,26.9150684931507,27,САМОВЫДВИЖЕНИЕ,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008200252
Ивановская область,г. Иваново,2015-09-13,Mixed,4,4988,263,5.27265437048917,0,М,1979-04-17,36.4071038251366,36,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005201196
Ивановская область,г. Иваново,2015-09-13,Mixed,5,4086,502,12.2858541360744,0,М,1986-12-31,28.7013698630137,29,ЛДПР,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005201230
Ивановская область,г. Иваново,2015-09-13,Mixed,3,3819,299,7.8292746792354,0,Ж,1988-08-26,27.0491803278689,27,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005201240
Ивановская область,г. Иваново,2015-09-13,Mixed,12,3366,793,23.5591206179441,0,М,1969-05-14,46.3333333333333,46,КПРФ,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008201353
Ивановская область,г. Иваново,2015-09-13,Mixed,11,3979,240,6.03166624780096,0,М,1969-10-29,45.8739726027397,46,СПРАВЕДЛИВАЯ РОССИЯ,школьное,absent_information,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374007182486
Ивановская область,г. Иваново,2015-09-13,Mixed,2,3346,277,8.27854154213987,0,М,1984-05-28,31.2950819672131,31,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005201186
Ивановская область,г. Иваново,2015-09-13,Mixed,12,3366,380,11.2893642305407,0,М,1986-05-12,29.3387978142077,29,ЛДПР,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008201528
Ивановская область,г. Иваново,2015-09-13,Mixed,11,3979,2432,61.120884644383,1,М,1979-06-28,36.2103825136612,36,ЕДРО,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374007174974
Ивановская область,г. Иваново,2015-09-13,Mixed,9,3401,658,19.3472508085857,0,М,1993-11-29,21.7890410958904,22,КПРФ,школьное,absent_information,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374007182570
Ивановская область,г. Иваново,2015-09-13,Mixed,10,3894,422,10.8371854134566,0,Ж,1986-10-12,28.9205479452055,29,КПРФ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007174239&vrn=4374007174234&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374007180729
Ивановская область,г. Иваново,2020-09-13,Mixed,5,2258,1069,47.3427812223206,1,Ж,1983-10-12,36.9207650273224,37,ЕДРО,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005349983
Ивановская область,г. Иваново,2020-09-13,Mixed,1,2164,192,8.8724584103512,0,М,1984-05-28,36.2958904109589,36,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005351144
Ивановская область,г. Иваново,2020-09-13,Mixed,4,2237,128,5.72194903889137,0,М,1982-04-08,38.4328767123288,38,ППЗСС,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005350847
Ивановская область,г. Иваново,2020-09-13,Mixed,2,2851,532,18.6601192564013,0,М,1993-11-29,26.7896174863388,27,КПРФ,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005350972
Ивановская область,г. Иваново,2020-09-13,Mixed,2,2851,116,4.06874780778674,0,М,1969-10-29,50.8743169398907,51,СПРАВЕДЛИВАЯ РОССИЯ,школьное,absent_information,absent_information,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005350326
Ивановская область,г. Иваново,2020-09-13,Mixed,11,2223,114,5.12820512820513,0,М,1984-10-02,35.948087431694,36,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006258395
Ивановская область,г. Иваново,2020-09-13,Mixed,6,2884,2005,69.5214979195562,1,М,1962-06-07,58.2684931506849,58,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005349975
Ивановская область,г. Иваново,2020-09-13,Mixed,19,2297,104,4.52764475402699,0,М,1985-07-30,35.1232876712329,35,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008312299
Ивановская область,г. Иваново,2020-09-13,Mixed,8,2259,570,25.2324037184595,0,М,1988-10-05,31.9398907103825,32,КПРФ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006259946
Ивановская область,г. Иваново,2020-09-13,Mixed,9,2004,267,13.3233532934132,0,М,1952-10-04,67.9426229508197,68,КПРФ,высшее,absent_information,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006259892
Ивановская область,г. Иваново,2020-09-13,Mixed,16,2126,218,10.2539981185325,0,М,1982-10-23,37.8907103825137,38,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008312128
Ивановская область,г. Иваново,2020-09-13,Mixed,11,2223,911,40.9806567701305,1,Ж,1970-04-17,50.4082191780822,50,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006258794
Ивановская область,г. Иваново,2020-09-13,Mixed,6,2884,474,16.4355062413315,0,М,1966-10-10,53.9262295081967,54,КПРФ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005351098
Ивановская область,г. Иваново,2020-09-13,Mixed,4,2237,44,1.96691998211891,0,М,1957-09-22,62.9754098360656,63,small party,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005350494
Ивановская область,г. Иваново,2020-09-13,Mixed,2,2851,168,5.89266923886356,0,М,1988-06-10,32.2602739726027,32,ППЗСС,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005351039
Ивановская область,г. Иваново,2020-09-13,Mixed,8,2259,95,4.20540061974325,0,М,1988-08-14,32.0821917808219,32,ППЗСС,школьное,absent_information,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006259340
Ивановская область,г. Иваново,2020-09-13,Mixed,8,2259,222,9.8273572377158,0,Ж,1980-10-21,39.896174863388,40,ЛДПР,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006259380
Ивановская область,г. Иваново,2020-09-13,Mixed,11,2223,95,4.27350427350427,0,Ж,1955-06-04,65.2767123287671,65,ППЗСС,школьное,absent_information,absent_information,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374006259927
Ивановская область,г. Иваново,2020-09-13,Mixed,18,2223,1170,52.6315789473684,1,Ж,1972-10-20,47.8989071038251,48,ЕДРО,высшее,высшее,governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008312429
Ивановская область,г. Иваново,2020-09-13,Mixed,16,2126,158,7.43179680150517,0,М,1967-05-12,53.3397260273973,53,ЛДПР,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008312701
Ивановская область,г. Иваново,2020-09-13,Mixed,19,2297,178,7.74923813670004,0,М,1955-09-16,64.9918032786885,65,ЛДПР,профессиональное,профессиональное,absent_information,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374008312641
Ивановская область,г. Иваново,2020-09-13,Mixed,14,2969,155,5.22061300101044,0,Ж,1958-01-13,62.6666666666667,62,ППЗСС,профессиональное,профессиональное,absent_information,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374007292903
Ивановская область,г. Иваново,2020-09-13,Mixed,1,2164,211,9.75046210720887,0,Ж,1988-09-24,31.9699453551913,32,ЛДПР,школьное,школьное,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005350547
Ивановская область,г. Иваново,2020-09-13,Mixed,6,2884,109,3.77947295423024,0,М,1988-03-13,32.5041095890411,32,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,non-governmental,http://www.ivanovo.vybory.izbirkom.ru/region/region/ivanovo?action=show&root=1&tvd=4374007283913&vrn=4374007283908&region=37&global=&sub_region=0&prver=1&pronetvd=1&cuiknum=null&type=341&vibid=4374005350608
