polityIV_ccode,polityIV_country,year,polity,polity2,id
150,Paraguay,1852,-9,-9,150_1852
150,Paraguay,1853,-9,-9,150_1853
150,Paraguay,1854,-9,-9,150_1854
150,Paraguay,1855,-9,-9,150_1855
150,Paraguay,1856,-9,-9,150_1856
150,Paraguay,1857,-9,-9,150_1857
150,Paraguay,1858,-9,-9,150_1858
150,Paraguay,1859,-9,-9,150_1859
150,Paraguay,1860,-9,-9,150_1860
150,Paraguay,1861,-9,-9,150_1861
150,Paraguay,1862,-9,-9,150_1862
150,Paraguay,1863,-9,-9,150_1863
150,Paraguay,1864,-9,-9,150_1864
150,Paraguay,1865,-9,-9,150_1865
150,Paraguay,1866,-9,-9,150_1866
150,Paraguay,1867,-9,-9,150_1867
150,Paraguay,1868,-9,-9,150_1868
150,Paraguay,1869,-88,-6,150_1869
150,Paraguay,1870,-3,-3,150_1870
150,Paraguay,1871,-3,-3,150_1871
150,Paraguay,1872,-3,-3,150_1872
150,Paraguay,1873,-3,-3,150_1873
150,Paraguay,1874,-3,-3,150_1874
150,Paraguay,1875,-3,-3,150_1875
150,Paraguay,1876,-3,-3,150_1876
150,Paraguay,1877,-4,-4,150_1877
150,Paraguay,1878,-4,-4,150_1878
150,Paraguay,1879,-4,-4,150_1879
150,Paraguay,1880,-4,-4,150_1880
150,Paraguay,1881,-4,-4,150_1881
150,Paraguay,1882,-4,-4,150_1882
150,Paraguay,1883,-4,-4,150_1883
150,Paraguay,1884,-4,-4,150_1884
150,Paraguay,1885,-4,-4,150_1885
150,Paraguay,1886,-4,-4,150_1886
150,Paraguay,1887,-4,-4,150_1887
150,Paraguay,1888,-4,-4,150_1888
150,Paraguay,1889,-4,-4,150_1889
150,Paraguay,1890,-4,-4,150_1890
150,Paraguay,1891,-4,-4,150_1891
150,Paraguay,1892,-4,-4,150_1892
150,Paraguay,1893,-4,-4,150_1893
150,Paraguay,1894,-4,-4,150_1894
150,Paraguay,1895,-4,-4,150_1895
150,Paraguay,1896,-4,-4,150_1896
150,Paraguay,1897,-4,-4,150_1897
150,Paraguay,1898,-4,-4,150_1898
150,Paraguay,1899,-4,-4,150_1899
150,Paraguay,1900,-4,-4,150_1900
150,Paraguay,1901,-4,-4,150_1901
150,Paraguay,1902,-4,-4,150_1902
150,Paraguay,1903,-4,-4,150_1903
150,Paraguay,1904,-3,-3,150_1904
150,Paraguay,1905,-3,-3,150_1905
150,Paraguay,1906,-3,-3,150_1906
150,Paraguay,1907,-3,-3,150_1907
150,Paraguay,1908,-3,-3,150_1908
150,Paraguay,1909,-3,-3,150_1909
150,Paraguay,1910,-3,-3,150_1910
150,Paraguay,1911,-3,-3,150_1911
150,Paraguay,1912,-3,-3,150_1912
150,Paraguay,1913,-3,-3,150_1913
150,Paraguay,1914,-3,-3,150_1914
150,Paraguay,1915,-3,-3,150_1915
150,Paraguay,1916,-3,-3,150_1916
150,Paraguay,1917,-3,-3,150_1917
150,Paraguay,1918,-3,-3,150_1918
150,Paraguay,1919,-3,-3,150_1919
150,Paraguay,1920,-3,-3,150_1920
150,Paraguay,1921,-3,-3,150_1921
150,Paraguay,1922,-3,-3,150_1922
150,Paraguay,1923,-3,-3,150_1923
150,Paraguay,1924,-3,-3,150_1924
150,Paraguay,1925,-3,-3,150_1925
150,Paraguay,1926,-3,-3,150_1926
150,Paraguay,1927,-3,-3,150_1927
150,Paraguay,1928,-3,-3,150_1928
150,Paraguay,1929,-3,-3,150_1929
150,Paraguay,1930,-3,-3,150_1930
150,Paraguay,1931,-3,-3,150_1931
150,Paraguay,1932,-3,-3,150_1932
150,Paraguay,1933,-3,-3,150_1933
150,Paraguay,1934,-3,-3,150_1934
150,Paraguay,1935,-3,-3,150_1935
150,Paraguay,1936,-7,-7,150_1936
150,Paraguay,1937,2,2,150_1937
150,Paraguay,1938,2,2,150_1938
150,Paraguay,1939,2,2,150_1939
150,Paraguay,1940,-9,-9,150_1940
150,Paraguay,1941,-9,-9,150_1941
150,Paraguay,1942,-9,-9,150_1942
150,Paraguay,1943,-9,-9,150_1943
150,Paraguay,1944,-9,-9,150_1944
150,Paraguay,1945,-9,-9,150_1945
150,Paraguay,1946,-9,-9,150_1946
150,Paraguay,1947,-5,-5,150_1947
150,Paraguay,1948,-5,-5,150_1948
150,Paraguay,1949,-5,-5,150_1949
150,Paraguay,1950,-5,-5,150_1950
150,Paraguay,1951,-5,-5,150_1951
150,Paraguay,1952,-5,-5,150_1952
150,Paraguay,1953,-5,-5,150_1953
150,Paraguay,1954,-9,-9,150_1954
150,Paraguay,1955,-9,-9,150_1955
150,Paraguay,1956,-9,-9,150_1956
150,Paraguay,1957,-9,-9,150_1957
150,Paraguay,1958,-9,-9,150_1958
150,Paraguay,1959,-9,-9,150_1959
150,Paraguay,1960,-9,-9,150_1960
150,Paraguay,1961,-9,-9,150_1961
150,Paraguay,1962,-9,-9,150_1962
150,Paraguay,1963,-9,-9,150_1963
150,Paraguay,1964,-9,-9,150_1964
150,Paraguay,1965,-9,-9,150_1965
150,Paraguay,1966,-9,-9,150_1966
150,Paraguay,1967,-8,-8,150_1967
150,Paraguay,1968,-8,-8,150_1968
150,Paraguay,1969,-8,-8,150_1969
150,Paraguay,1970,-8,-8,150_1970
150,Paraguay,1971,-8,-8,150_1971
150,Paraguay,1972,-8,-8,150_1972
150,Paraguay,1973,-8,-8,150_1973
150,Paraguay,1974,-8,-8,150_1974
150,Paraguay,1975,-8,-8,150_1975
150,Paraguay,1976,-8,-8,150_1976
150,Paraguay,1977,-8,-8,150_1977
150,Paraguay,1978,-8,-8,150_1978
150,Paraguay,1979,-8,-8,150_1979
150,Paraguay,1980,-8,-8,150_1980
150,Paraguay,1981,-8,-8,150_1981
150,Paraguay,1982,-8,-8,150_1982
150,Paraguay,1983,-8,-8,150_1983
150,Paraguay,1984,-8,-8,150_1984
150,Paraguay,1985,-8,-8,150_1985
150,Paraguay,1986,-8,-8,150_1986
150,Paraguay,1987,-8,-8,150_1987
150,Paraguay,1988,-8,-8,150_1988
150,Paraguay,1989,2,2,150_1989
150,Paraguay,1990,2,2,150_1990
150,Paraguay,1991,2,2,150_1991
150,Paraguay,1992,7,7,150_1992
150,Paraguay,1993,7,7,150_1993
150,Paraguay,1994,7,7,150_1994
150,Paraguay,1995,7,7,150_1995
150,Paraguay,1996,7,7,150_1996
150,Paraguay,1997,7,7,150_1997
150,Paraguay,1998,6,6,150_1998
150,Paraguay,1999,7,7,150_1999
150,Paraguay,2000,7,7,150_2000
150,Paraguay,2001,7,7,150_2001
150,Paraguay,2002,7,7,150_2002
150,Paraguay,2003,8,8,150_2003
150,Paraguay,2004,8,8,150_2004
150,Paraguay,2005,8,8,150_2005
150,Paraguay,2006,8,8,150_2006
150,Paraguay,2007,8,8,150_2007
150,Paraguay,2008,8,8,150_2008
150,Paraguay,2009,8,8,150_2009
150,Paraguay,2010,8,8,150_2010
150,Paraguay,2011,8,8,150_2011
150,Paraguay,2012,8,8,150_2012
150,Paraguay,2013,9,9,150_2013
150,Paraguay,2014,9,9,150_2014
150,Paraguay,2015,9,9,150_2015
150,Paraguay,2016,9,9,150_2016
150,Paraguay,2017,9,9,150_2017
150,Paraguay,2018,9,9,150_2018
155,Chile,1818,-5,-5,155_1818
155,Chile,1819,-5,-5,155_1819
155,Chile,1820,-5,-5,155_1820
155,Chile,1821,-5,-5,155_1821
155,Chile,1822,-5,-5,155_1822
155,Chile,1823,-5,-5,155_1823
155,Chile,1824,-5,-5,155_1824
155,Chile,1825,-5,-5,155_1825
155,Chile,1826,-5,-5,155_1826
155,Chile,1827,-5,-5,155_1827
155,Chile,1828,-5,-5,155_1828
155,Chile,1829,-5,-5,155_1829
155,Chile,1830,-5,-5,155_1830
155,Chile,1831,-5,-5,155_1831
155,Chile,1832,-5,-5,155_1832
155,Chile,1833,-5,-5,155_1833
155,Chile,1834,-5,-5,155_1834
155,Chile,1835,-5,-5,155_1835
155,Chile,1836,-5,-5,155_1836
155,Chile,1837,-5,-5,155_1837
155,Chile,1838,-5,-5,155_1838
155,Chile,1839,-5,-5,155_1839
155,Chile,1840,-5,-5,155_1840
155,Chile,1841,-5,-5,155_1841
155,Chile,1842,-5,-5,155_1842
155,Chile,1843,-5,-5,155_1843
155,Chile,1844,-5,-5,155_1844
155,Chile,1845,-5,-5,155_1845
155,Chile,1846,-5,-5,155_1846
155,Chile,1847,-5,-5,155_1847
155,Chile,1848,-5,-5,155_1848
155,Chile,1849,-5,-5,155_1849
155,Chile,1850,-5,-5,155_1850
155,Chile,1851,0,0,155_1851
155,Chile,1852,0,0,155_1852
155,Chile,1853,0,0,155_1853
155,Chile,1854,0,0,155_1854
155,Chile,1855,0,0,155_1855
155,Chile,1856,0,0,155_1856
155,Chile,1857,0,0,155_1857
155,Chile,1858,0,0,155_1858
155,Chile,1859,0,0,155_1859
155,Chile,1860,0,0,155_1860
155,Chile,1861,0,0,155_1861
155,Chile,1862,0,0,155_1862
155,Chile,1863,0,0,155_1863
155,Chile,1864,0,0,155_1864
155,Chile,1865,0,0,155_1865
155,Chile,1866,0,0,155_1866
155,Chile,1867,0,0,155_1867
155,Chile,1868,0,0,155_1868
155,Chile,1869,0,0,155_1869
155,Chile,1870,0,0,155_1870
155,Chile,1871,0,0,155_1871
155,Chile,1872,0,0,155_1872
155,Chile,1873,0,0,155_1873
155,Chile,1874,3,3,155_1874
155,Chile,1875,3,3,155_1875
155,Chile,1876,3,3,155_1876
155,Chile,1877,3,3,155_1877
155,Chile,1878,3,3,155_1878
155,Chile,1879,3,3,155_1879
155,Chile,1880,3,3,155_1880
155,Chile,1881,3,3,155_1881
155,Chile,1882,3,3,155_1882
155,Chile,1883,3,3,155_1883
155,Chile,1884,3,3,155_1884
155,Chile,1885,3,3,155_1885
155,Chile,1886,3,3,155_1886
155,Chile,1887,3,3,155_1887
155,Chile,1888,5,5,155_1888
155,Chile,1889,5,5,155_1889
155,Chile,1890,5,5,155_1890
155,Chile,1891,3,3,155_1891
155,Chile,1892,3,3,155_1892
155,Chile,1893,3,3,155_1893
155,Chile,1894,3,3,155_1894
155,Chile,1895,3,3,155_1895
155,Chile,1896,3,3,155_1896
155,Chile,1897,3,3,155_1897
155,Chile,1898,3,3,155_1898
155,Chile,1899,3,3,155_1899
155,Chile,1900,3,3,155_1900
155,Chile,1901,3,3,155_1901
155,Chile,1902,3,3,155_1902
155,Chile,1903,3,3,155_1903
155,Chile,1904,3,3,155_1904
155,Chile,1905,3,3,155_1905
155,Chile,1906,3,3,155_1906
155,Chile,1907,3,3,155_1907
155,Chile,1908,3,3,155_1908
155,Chile,1909,3,3,155_1909
155,Chile,1910,3,3,155_1910
155,Chile,1911,3,3,155_1911
155,Chile,1912,3,3,155_1912
155,Chile,1913,3,3,155_1913
155,Chile,1914,3,3,155_1914
155,Chile,1915,3,3,155_1915
155,Chile,1916,3,3,155_1916
155,Chile,1917,3,3,155_1917
155,Chile,1918,3,3,155_1918
155,Chile,1919,3,3,155_1919
155,Chile,1920,3,3,155_1920
155,Chile,1921,3,3,155_1921
155,Chile,1922,3,3,155_1922
155,Chile,1923,3,3,155_1923
155,Chile,1924,-88,0,155_1924
155,Chile,1925,-2,-2,155_1925
155,Chile,1926,-2,-2,155_1926
155,Chile,1927,-2,-2,155_1927
155,Chile,1928,-2,-2,155_1928
155,Chile,1929,-2,-2,155_1929
155,Chile,1930,-2,-2,155_1930
155,Chile,1931,-2,-2,155_1931
155,Chile,1932,-2,-2,155_1932
155,Chile,1933,-2,-2,155_1933
155,Chile,1934,-2,-2,155_1934
155,Chile,1935,2,2,155_1935
155,Chile,1936,2,2,155_1936
155,Chile,1937,2,2,155_1937
155,Chile,1938,2,2,155_1938
155,Chile,1939,2,2,155_1939
155,Chile,1940,2,2,155_1940
155,Chile,1941,2,2,155_1941
155,Chile,1942,2,2,155_1942
155,Chile,1943,2,2,155_1943
155,Chile,1944,2,2,155_1944
155,Chile,1945,2,2,155_1945
155,Chile,1946,2,2,155_1946
155,Chile,1947,2,2,155_1947
155,Chile,1948,2,2,155_1948
155,Chile,1949,2,2,155_1949
155,Chile,1950,2,2,155_1950
155,Chile,1951,2,2,155_1951
155,Chile,1952,2,2,155_1952
155,Chile,1953,2,2,155_1953
155,Chile,1954,2,2,155_1954
155,Chile,1955,5,5,155_1955
155,Chile,1956,5,5,155_1956
155,Chile,1957,5,5,155_1957
155,Chile,1958,5,5,155_1958
155,Chile,1959,5,5,155_1959
155,Chile,1960,5,5,155_1960
155,Chile,1961,5,5,155_1961
155,Chile,1962,5,5,155_1962
155,Chile,1963,5,5,155_1963
155,Chile,1964,6,6,155_1964
155,Chile,1965,6,6,155_1965
155,Chile,1966,6,6,155_1966
155,Chile,1967,6,6,155_1967
155,Chile,1968,6,6,155_1968
155,Chile,1969,6,6,155_1969
155,Chile,1970,6,6,155_1970
155,Chile,1971,6,6,155_1971
155,Chile,1972,6,6,155_1972
155,Chile,1973,-7,-7,155_1973
155,Chile,1974,-7,-7,155_1974
155,Chile,1975,-7,-7,155_1975
155,Chile,1976,-7,-7,155_1976
155,Chile,1977,-7,-7,155_1977
155,Chile,1978,-7,-7,155_1978
155,Chile,1979,-7,-7,155_1979
155,Chile,1980,-7,-7,155_1980
155,Chile,1981,-7,-7,155_1981
155,Chile,1982,-7,-7,155_1982
155,Chile,1983,-6,-6,155_1983
155,Chile,1984,-6,-6,155_1984
155,Chile,1985,-6,-6,155_1985
155,Chile,1986,-6,-6,155_1986
155,Chile,1987,-6,-6,155_1987
155,Chile,1988,-1,-1,155_1988
155,Chile,1989,8,8,155_1989
155,Chile,1990,8,8,155_1990
155,Chile,1991,8,8,155_1991
155,Chile,1992,8,8,155_1992
155,Chile,1993,8,8,155_1993
155,Chile,1994,8,8,155_1994
155,Chile,1995,8,8,155_1995
155,Chile,1996,8,8,155_1996
155,Chile,1997,8,8,155_1997
155,Chile,1998,8,8,155_1998
155,Chile,1999,8,8,155_1999
155,Chile,2000,9,9,155_2000
155,Chile,2001,9,9,155_2001
155,Chile,2002,9,9,155_2002
155,Chile,2003,9,9,155_2003
155,Chile,2004,9,9,155_2004
155,Chile,2005,9,9,155_2005
155,Chile,2006,10,10,155_2006
155,Chile,2007,10,10,155_2007
155,Chile,2008,10,10,155_2008
155,Chile,2009,10,10,155_2009
155,Chile,2010,10,10,155_2010
155,Chile,2011,10,10,155_2011
155,Chile,2012,10,10,155_2012
155,Chile,2013,10,10,155_2013
155,Chile,2014,10,10,155_2014
155,Chile,2015,10,10,155_2015
155,Chile,2016,10,10,155_2016
155,Chile,2017,10,10,155_2017
155,Chile,2018,10,10,155_2018
160,Argentina,1825,-5,-5,160_1825
160,Argentina,1826,-5,-5,160_1826
160,Argentina,1827,-5,-5,160_1827
160,Argentina,1828,-5,-5,160_1828
160,Argentina,1829,-88,-5,160_1829
160,Argentina,1830,-88,-5,160_1830
160,Argentina,1831,-88,-5,160_1831
160,Argentina,1832,-88,-5,160_1832
160,Argentina,1833,-88,-5,160_1833
160,Argentina,1834,-88,-5,160_1834
160,Argentina,1835,-5,-5,160_1835
160,Argentina,1836,-5,-5,160_1836
160,Argentina,1837,-5,-5,160_1837
160,Argentina,1838,-5,-5,160_1838
160,Argentina,1839,-5,-5,160_1839
160,Argentina,1840,-5,-5,160_1840
160,Argentina,1841,-5,-5,160_1841
160,Argentina,1842,-5,-5,160_1842
160,Argentina,1843,-5,-5,160_1843
160,Argentina,1844,-5,-5,160_1844
160,Argentina,1845,-5,-5,160_1845
160,Argentina,1846,-5,-5,160_1846
160,Argentina,1847,-5,-5,160_1847
160,Argentina,1848,-5,-5,160_1848
160,Argentina,1849,-5,-5,160_1849
160,Argentina,1850,-5,-5,160_1850
160,Argentina,1851,-5,-5,160_1851
160,Argentina,1852,-88,-4,160_1852
160,Argentina,1853,-3,-3,160_1853
160,Argentina,1854,-3,-3,160_1854
160,Argentina,1855,-3,-3,160_1855
160,Argentina,1856,-3,-3,160_1856
160,Argentina,1857,-3,-3,160_1857
160,Argentina,1858,-3,-3,160_1858
160,Argentina,1859,-3,-3,160_1859
160,Argentina,1860,-3,-3,160_1860
160,Argentina,1861,-3,-3,160_1861
160,Argentina,1862,-3,-3,160_1862
160,Argentina,1863,-3,-3,160_1863
160,Argentina,1864,-3,-3,160_1864
160,Argentina,1865,-3,-3,160_1865
160,Argentina,1866,-3,-3,160_1866
160,Argentina,1867,-3,-3,160_1867
160,Argentina,1868,-3,-3,160_1868
160,Argentina,1869,-3,-3,160_1869
160,Argentina,1870,-3,-3,160_1870
160,Argentina,1871,-3,-3,160_1871
160,Argentina,1872,-3,-3,160_1872
160,Argentina,1873,-3,-3,160_1873
160,Argentina,1874,-3,-3,160_1874
160,Argentina,1875,-3,-3,160_1875
160,Argentina,1876,-3,-3,160_1876
160,Argentina,1877,-3,-3,160_1877
160,Argentina,1878,-3,-3,160_1878
160,Argentina,1879,-3,-3,160_1879
160,Argentina,1880,1,1,160_1880
160,Argentina,1881,1,1,160_1881
160,Argentina,1882,1,1,160_1882
160,Argentina,1883,1,1,160_1883
160,Argentina,1884,1,1,160_1884
160,Argentina,1885,1,1,160_1885
160,Argentina,1886,1,1,160_1886
160,Argentina,1887,1,1,160_1887
160,Argentina,1888,1,1,160_1888
160,Argentina,1889,1,1,160_1889
160,Argentina,1890,1,1,160_1890
160,Argentina,1891,1,1,160_1891
160,Argentina,1892,1,1,160_1892
160,Argentina,1893,1,1,160_1893
160,Argentina,1894,1,1,160_1894
160,Argentina,1895,1,1,160_1895
160,Argentina,1896,1,1,160_1896
160,Argentina,1897,1,1,160_1897
160,Argentina,1898,1,1,160_1898
160,Argentina,1899,1,1,160_1899
160,Argentina,1900,1,1,160_1900
160,Argentina,1901,1,1,160_1901
160,Argentina,1902,1,1,160_1902
160,Argentina,1903,1,1,160_1903
160,Argentina,1904,1,1,160_1904
160,Argentina,1905,1,1,160_1905
160,Argentina,1906,1,1,160_1906
160,Argentina,1907,1,1,160_1907
160,Argentina,1908,1,1,160_1908
160,Argentina,1909,1,1,160_1909
160,Argentina,1910,1,1,160_1910
160,Argentina,1911,1,1,160_1911
160,Argentina,1912,2,2,160_1912
160,Argentina,1913,2,2,160_1913
160,Argentina,1914,2,2,160_1914
160,Argentina,1915,2,2,160_1915
160,Argentina,1916,2,2,160_1916
160,Argentina,1917,2,2,160_1917
160,Argentina,1918,2,2,160_1918
160,Argentina,1919,2,2,160_1919
160,Argentina,1920,2,2,160_1920
160,Argentina,1921,2,2,160_1921
160,Argentina,1922,2,2,160_1922
160,Argentina,1923,2,2,160_1923
160,Argentina,1924,2,2,160_1924
160,Argentina,1925,2,2,160_1925
160,Argentina,1926,2,2,160_1926
160,Argentina,1927,2,2,160_1927
160,Argentina,1928,2,2,160_1928
160,Argentina,1929,2,2,160_1929
160,Argentina,1930,-8,-8,160_1930
160,Argentina,1931,-8,-8,160_1931
160,Argentina,1932,-8,-8,160_1932
160,Argentina,1933,-8,-8,160_1933
160,Argentina,1934,-8,-8,160_1934
160,Argentina,1935,-8,-8,160_1935
160,Argentina,1936,-8,-8,160_1936
160,Argentina,1937,5,5,160_1937
160,Argentina,1938,5,5,160_1938
160,Argentina,1939,5,5,160_1939
160,Argentina,1940,5,5,160_1940
160,Argentina,1941,5,5,160_1941
160,Argentina,1942,5,5,160_1942
160,Argentina,1943,-8,-8,160_1943
160,Argentina,1944,-8,-8,160_1944
160,Argentina,1945,-8,-8,160_1945
160,Argentina,1946,-88,-8,160_1946
160,Argentina,1947,-88,-9,160_1947
160,Argentina,1948,-9,-9,160_1948
160,Argentina,1949,-9,-9,160_1949
160,Argentina,1950,-9,-9,160_1950
160,Argentina,1951,-9,-9,160_1951
160,Argentina,1952,-9,-9,160_1952
160,Argentina,1953,-9,-9,160_1953
160,Argentina,1954,-9,-9,160_1954
160,Argentina,1955,-88,-6,160_1955
160,Argentina,1956,-88,-3,160_1956
160,Argentina,1957,-1,-1,160_1957
160,Argentina,1958,-1,-1,160_1958
160,Argentina,1959,-1,-1,160_1959
160,Argentina,1960,-1,-1,160_1960
160,Argentina,1961,-1,-1,160_1961
160,Argentina,1962,-1,-1,160_1962
160,Argentina,1963,-1,-1,160_1963
160,Argentina,1964,-1,-1,160_1964
160,Argentina,1965,-1,-1,160_1965
160,Argentina,1966,-9,-9,160_1966
160,Argentina,1967,-9,-9,160_1967
160,Argentina,1968,-9,-9,160_1968
160,Argentina,1969,-9,-9,160_1969
160,Argentina,1970,-9,-9,160_1970
160,Argentina,1971,-9,-9,160_1971
160,Argentina,1972,-9,-9,160_1972
160,Argentina,1973,6,6,160_1973
160,Argentina,1974,6,6,160_1974
160,Argentina,1975,6,6,160_1975
160,Argentina,1976,-9,-9,160_1976
160,Argentina,1977,-9,-9,160_1977
160,Argentina,1978,-9,-9,160_1978
160,Argentina,1979,-9,-9,160_1979
160,Argentina,1980,-9,-9,160_1980
160,Argentina,1981,-8,-8,160_1981
160,Argentina,1982,-8,-8,160_1982
160,Argentina,1983,8,8,160_1983
160,Argentina,1984,8,8,160_1984
160,Argentina,1985,8,8,160_1985
160,Argentina,1986,8,8,160_1986
160,Argentina,1987,8,8,160_1987
160,Argentina,1988,8,8,160_1988
160,Argentina,1989,7,7,160_1989
160,Argentina,1990,7,7,160_1990
160,Argentina,1991,7,7,160_1991
160,Argentina,1992,7,7,160_1992
160,Argentina,1993,7,7,160_1993
160,Argentina,1994,7,7,160_1994
160,Argentina,1995,7,7,160_1995
160,Argentina,1996,7,7,160_1996
160,Argentina,1997,7,7,160_1997
160,Argentina,1998,7,7,160_1998
160,Argentina,1999,8,8,160_1999
160,Argentina,2000,8,8,160_2000
160,Argentina,2001,8,8,160_2001
160,Argentina,2002,8,8,160_2002
160,Argentina,2003,8,8,160_2003
160,Argentina,2004,8,8,160_2004
160,Argentina,2005,8,8,160_2005
160,Argentina,2006,8,8,160_2006
160,Argentina,2007,8,8,160_2007
160,Argentina,2008,8,8,160_2008
160,Argentina,2009,8,8,160_2009
160,Argentina,2010,8,8,160_2010
160,Argentina,2011,8,8,160_2011
160,Argentina,2012,8,8,160_2012
160,Argentina,2013,8,8,160_2013
160,Argentina,2014,8,8,160_2014
160,Argentina,2015,9,9,160_2015
160,Argentina,2016,9,9,160_2016
160,Argentina,2017,9,9,160_2017
160,Argentina,2018,9,9,160_2018
165,Uruguay,1830,-3,-3,165_1830
165,Uruguay,1831,-3,-3,165_1831
165,Uruguay,1832,-3,-3,165_1832
165,Uruguay,1833,-3,-3,165_1833
165,Uruguay,1834,-3,-3,165_1834
165,Uruguay,1835,-3,-3,165_1835
165,Uruguay,1836,-3,-3,165_1836
165,Uruguay,1837,-3,-3,165_1837
165,Uruguay,1838,-3,-3,165_1838
165,Uruguay,1839,-3,-3,165_1839
165,Uruguay,1840,-3,-3,165_1840
165,Uruguay,1841,-3,-3,165_1841
165,Uruguay,1842,-3,-3,165_1842
165,Uruguay,1843,-3,-3,165_1843
165,Uruguay,1844,-3,-3,165_1844
165,Uruguay,1845,-3,-3,165_1845
165,Uruguay,1846,-3,-3,165_1846
165,Uruguay,1847,-3,-3,165_1847
165,Uruguay,1848,-3,-3,165_1848
165,Uruguay,1849,-3,-3,165_1849
165,Uruguay,1850,-3,-3,165_1850
165,Uruguay,1851,-3,-3,165_1851
165,Uruguay,1852,-3,-3,165_1852
165,Uruguay,1853,-3,-3,165_1853
165,Uruguay,1854,-3,-3,165_1854
165,Uruguay,1855,-3,-3,165_1855
165,Uruguay,1856,-3,-3,165_1856
165,Uruguay,1857,-3,-3,165_1857
165,Uruguay,1858,-3,-3,165_1858
165,Uruguay,1859,-3,-3,165_1859
165,Uruguay,1860,-3,-3,165_1860
165,Uruguay,1861,-3,-3,165_1861
165,Uruguay,1862,-3,-3,165_1862
165,Uruguay,1863,-3,-3,165_1863
165,Uruguay,1864,-3,-3,165_1864
165,Uruguay,1865,-3,-3,165_1865
165,Uruguay,1866,-3,-3,165_1866
165,Uruguay,1867,-3,-3,165_1867
165,Uruguay,1868,-3,-3,165_1868
165,Uruguay,1869,-3,-3,165_1869
165,Uruguay,1870,-3,-3,165_1870
165,Uruguay,1871,-3,-3,165_1871
165,Uruguay,1872,-3,-3,165_1872
165,Uruguay,1873,-3,-3,165_1873
165,Uruguay,1874,-3,-3,165_1874
165,Uruguay,1875,-3,-3,165_1875
165,Uruguay,1876,-3,-3,165_1876
165,Uruguay,1877,-3,-3,165_1877
165,Uruguay,1878,-3,-3,165_1878
165,Uruguay,1879,-3,-3,165_1879
165,Uruguay,1880,-3,-3,165_1880
165,Uruguay,1881,-3,-3,165_1881
165,Uruguay,1882,-3,-3,165_1882
165,Uruguay,1883,-3,-3,165_1883
165,Uruguay,1884,-3,-3,165_1884
165,Uruguay,1885,-3,-3,165_1885
165,Uruguay,1886,-3,-3,165_1886
165,Uruguay,1887,-3,-3,165_1887
165,Uruguay,1888,-3,-3,165_1888
165,Uruguay,1889,-3,-3,165_1889
165,Uruguay,1890,-3,-3,165_1890
165,Uruguay,1891,-3,-3,165_1891
165,Uruguay,1892,-3,-3,165_1892
165,Uruguay,1893,-3,-3,165_1893
165,Uruguay,1894,-3,-3,165_1894
165,Uruguay,1895,-3,-3,165_1895
165,Uruguay,1896,-3,-3,165_1896
165,Uruguay,1897,-3,-3,165_1897
165,Uruguay,1898,-3,-3,165_1898
165,Uruguay,1899,-3,-3,165_1899
165,Uruguay,1900,-3,-3,165_1900
165,Uruguay,1901,-3,-3,165_1901
165,Uruguay,1902,-3,-3,165_1902
165,Uruguay,1903,-3,-3,165_1903
165,Uruguay,1904,0,0,165_1904
165,Uruguay,1905,0,0,165_1905
165,Uruguay,1906,0,0,165_1906
165,Uruguay,1907,0,0,165_1907
165,Uruguay,1908,0,0,165_1908
165,Uruguay,1909,0,0,165_1909
165,Uruguay,1910,2,2,165_1910
165,Uruguay,1911,2,2,165_1911
165,Uruguay,1912,2,2,165_1912
165,Uruguay,1913,2,2,165_1913
165,Uruguay,1914,2,2,165_1914
165,Uruguay,1915,2,2,165_1915
165,Uruguay,1916,2,2,165_1916
165,Uruguay,1917,2,2,165_1917
165,Uruguay,1918,2,2,165_1918
165,Uruguay,1919,3,3,165_1919
165,Uruguay,1920,3,3,165_1920
165,Uruguay,1921,3,3,165_1921
165,Uruguay,1922,3,3,165_1922
165,Uruguay,1923,3,3,165_1923
165,Uruguay,1924,3,3,165_1924
165,Uruguay,1925,3,3,165_1925
165,Uruguay,1926,3,3,165_1926
165,Uruguay,1927,3,3,165_1927
165,Uruguay,1928,3,3,165_1928
165,Uruguay,1929,3,3,165_1929
165,Uruguay,1930,3,3,165_1930
165,Uruguay,1931,3,3,165_1931
165,Uruguay,1932,3,3,165_1932
165,Uruguay,1933,3,3,165_1933
165,Uruguay,1934,0,0,165_1934
165,Uruguay,1935,0,0,165_1935
165,Uruguay,1936,0,0,165_1936
165,Uruguay,1937,0,0,165_1937
165,Uruguay,1938,0,0,165_1938
165,Uruguay,1939,0,0,165_1939
165,Uruguay,1940,0,0,165_1940
165,Uruguay,1941,0,0,165_1941
165,Uruguay,1942,0,0,165_1942
165,Uruguay,1943,0,0,165_1943
165,Uruguay,1944,0,0,165_1944
165,Uruguay,1945,0,0,165_1945
165,Uruguay,1946,0,0,165_1946
165,Uruguay,1947,0,0,165_1947
165,Uruguay,1948,0,0,165_1948
165,Uruguay,1949,0,0,165_1949
165,Uruguay,1950,0,0,165_1950
165,Uruguay,1951,0,0,165_1951
165,Uruguay,1952,8,8,165_1952
165,Uruguay,1953,8,8,165_1953
165,Uruguay,1954,8,8,165_1954
165,Uruguay,1955,8,8,165_1955
165,Uruguay,1956,8,8,165_1956
165,Uruguay,1957,8,8,165_1957
165,Uruguay,1958,8,8,165_1958
